급수,한자,훈,음
0,檟,가나무,가
0,哿,가할,가
0,葭,갈대 | 멀,가
0,珈,머리꾸미개,가
0,斝,옥잔,가
0,卻,물리칠,각
0,桷,서까래,각
0,蕑,난초/연밥,간
0,瞯,엿볼,간
0,玕,옥돌,간
0,榦,줄기,간
0,衎,즐길/곧을,간
0,秸,볏짚,갈
0,减,덜,감
0,歛,바랄,감
0,欿,서운할,감
0,酣,술즐길,감
0,矙,엿볼,감
0,杠,깃대,강
0,橿,참죽나무,강
0,湝,물흐를,개
0,喈,새소리/빠를,개
0,玠,큰홀,개
0,嘅,탄식할,개
0,槩,평미레,개
0,鏗,금석소리,갱
0,硜,돌소리,갱
0,秔,메벼,갱
0,賡,이을,갱
0,臄,순대,갹
0,秬,검은기장,거
0,筥,광주리,거
0,莒,나라이름,거
0,椐,느티나무,거
0,籧,대자리,거
0,袪,소매,거
0,虡,쇠북걸이틀,거
0,蘧,패랭이꽃,거
0,琚,패옥,거
0,褰,걷을,건
0,朅,떠날,걸
0,跲,엎드러질,겁
0,愒,쉴,게
0,綌,굵은갈포,격
0,鵙,왜가리,격
0,鴃,왜가리,격
0,繳,주살,격
0,狷,고집스러울,견
0,繾,곡진할,견
0,蠲,덜/정결할,견
0,豣,돼지/노루,견
0,獧,뛸,견
0,畎,밭고랑,견
0,岍,산이름,견
0,睊,흘겨볼,견
0,闋,마칠,결
0,觼,쇠고리,결
0,袺,옷섶잡을,결
0,蒹,갈대,겸
0,歉,흉년들,겸
0,惸,근심할,경
0,鶊,꾀꼬리,경
0,睘,놀라서볼,경
0,罄,다할,경
0,檠,등잔걸이,경
0,冂,멀,경
0,熲,빛날,경
0,冏,빛날,경
0,駉,살찌고큰,경
0,牼,소정강이뼈,경
0,焭,외로울,경
0,煢,외로울,경
0,黥,자자(刺字)할,경
0,褧,홑옷,경
0,雞,닭,계
0,笄,비녀,계
0,烓,화덕,계
0,刳,가를,고
0,楛,거칠,고
0,罟,그물,고
0,翶,노닐,고
0,酤,단술,고
0,槀,마른나무,고
0,熇,말릴,고
0,杲,밝을,고
0,栲,북나무,고
0,瞽,소경,고
0,觚,술잔,고
0,羖,염소,고
0,稾,원고/볏짚,고
0,盬,짠못/마실,고
0,櫜,칼집,고
0,罛,큰물고기그물,고
0,鼛,큰북,고
0,觳,곱송그릴,곡
0,轂,수레바퀴통,곡
0,牿,외양간,곡
0,緄,띠,곤
0,髡,머리깎을,곤
0,棞,문지방,곤
0,錕,붉은쇠,곤
0,鯀,큰물고기,곤
0,邛,수고할,공
0,悾,정성,공
0,蜾,나나니벌,과
0,薖,너그러울,과
0,夸,사치할/자랑할,과
0,裹,쌀,과
0,鞹,가죽,곽
0,霍,곽란,곽
0,躩,바삐갈,곽
0,祼,강신제,관
0,盥,낯씻을,관
0,痯,병에지칠,관
0,錧,비녀장,관
0,丱,쌍상투,관
0,瘝,앓을,관
0,綰,얽을,관
0,鸛,황새,관
0,聒,떠지껄일,괄
0,佸,모일,괄
0,栝,전나무,괄
0,纊,고운솜,광
0,桄,광랑나무,광
0,迋,속일,광
0,誑,속일,광
0,瑰,옥돌,괴
0,蕢,흙덩이,괴
0,虢,나라이름,괵
0,鞃,고삐,굉
0,觥,뿔잔,굉
0,儌,갈,교
0,嘐,깨물,교
0,鷮,꿩,교
0,荍,당아욱,교
0,茭,마른꼴,교
0,敽,맬,교
0,蹻,발들,교
0,曒,밝을,교
0,姣,아름다울/아양부릴,교
0,佼,예쁠/업신여길,교
0,磽,자갈땅,교
0,窶,가난할,구
0,裘,갖옷,구
0,媾,겹혼인/화친할,구
0,俅,공순할,구
0,扣,두드릴,구
0,覯,만나볼,구
0,姤,만날,구
0,遘,만날,구
0,漚,물거품,구
0,糗,미숫가루,구
0,艽,변방,구
0,韭,부추,구
0,觩,뿔굽을,구
0,劬,수고할,구
0,屨,신,구
0,搆,얽을,구
0,疚,오랜병,구
0,璆,옥경쇠,구
0,雊,장끼울,구
0,笱,통발,구
0,嫗,할미,구
0,彀,활당길,구
0,捄,흙파올릴,구
0,匊,움큼,국
0,詘,말막힐,굴
0,棬,나무그릇,권
0,睠,돌아볼,권
0,鬈,머리고울,권
0,綣,정다울,권
0,匱,갑(匣)/다할,궤
0,氿,구멍샘,궤
0,跪,꿇어앉을,궤
0,餽,먹일,궤
0,垝,무너질,궤
0,簣,삼태기,궤
0,匭,상자,궤
0,簋,제기(祭器)이름,궤
0,宄,간악할,귀
0,頄,광대뼈,규
0,騤,말건장할,규
0,頍,머리들,규
0,糺,살필,규
0,睽,어그러질/반목할,규
0,闚,엿볼,규
0,刲,찌를/벨,규
0,戣,창,규
0,樛,휠,규
0,麕,노루,균
0,箘,죽순,균
0,殛,귀양보낼,극
0,亟,빠를,극
0,襋,옷깃,극
0,郤,틈,극
0,漌,맑을,근
0,墐,묻을,근
0,岌,산높을,급
0,亙,뻗칠,긍
0,覊,굴레/나그네,기
0,羇,굴레/나그네,기
0,掎,당길,기
0,歧,두갈래길,기
0,綦,들메끈,기
0,曁,미칠,기
0,屺,민둥산,기
0,棊,바둑,기
0,暣,볕,기
0,僛,비틀거려춤출,기
0,忮,사나울,기
0,軝,수레굴통대,기
0,旂,용대기,기
0,跂,육발이/발돋움할,기
0,蘷,조심할,기
0,頎,헌걸찰,기
0,墍,흙바를,기
0,芑,흰차조,기
0,姞,삼갈,길
0,戁,두려워할,난
0,赧,부끄러울,난
0,陧,위태할,날
0,軜,고삐,납
0,曩,지난번,낭
0,迺,이에,내
0,鼐,큰솥,내
0,佞,재주있을/아첨할,녕
0,甯,차라리,녕
0,砮,돌살촉,노
0,峱,산이름,노
0,怓,어지러울,노
0,猱,원숭이,노
0,孥,자식,노
0,呶,지껄일,노
0,穠,무성할,농
0,餒,주릴,뇌
0,耨,호미,누
0,狃,익숙할,뉴
0,忸,익을,뉴
0,鈕,인꼭지,뉴
0,柅,굄목,니
0,你,너,니
0,怩,부끄러워할,니
0,昵,친할,닐
0,爹,아비,다
0,慱,근심할,단
0,煅,쇠불릴,단
0,癉,앓을,단
0,襢,웃통벗을,단
0,漙,이슬많을,단
0,闥,궐문,달
0,怛,슬플,달
0,黮,검을,담
0,窞,구덩이,담
0,耼,귓바퀴없을,담
0,菼,달,담
0,髧,머리늘어질,담
0,餤,먹을,담
0,惔,속탈,담
0,萏,연봉오리,담
0,驔,정강이흰말,담
0,儻,고상할/구차할,당
0,倘,만일,당
0,鐺,목쇠사슬,당
0,螗,씽씽매미,당
0,鏜,종고소리,당
0,譈,원망할,대
0,懟,원망할,대
0,憝,원망할/악할,대
0,祋,창,대
0,忉,근심할,도
0,慆,기뻐할,도
0,翿,깃일산,도
0,綯,노꼴,도
0,檮,등걸,도
0,闍,성문,도
0,鞉,소고,도
0,荼,씀바귀,도
0,瘏,앓을,도
0,咷,울,도
0,謟,의심할,도
0,鼗,작은북,도
0,擣,찧을,도
0,稌,찰벼,도
0,叨,탐할,도
0,櫝,궤,독
0,黷,더러울,독
0,匵,손궤,독
0,烔,뜨거울,동
0,蝀,무지개,동
0,彤,붉은칠할,동
0,罿,새그물,동
0,僮,아이종,동
0,侗,지각없을,동
0,斁,무너질,두
0,縢,노/꿰맬,등
0,螣,등사,등
0,滕,물솟아오를,등
0,蠃,나나니벌,라
0,臝,벌거벗을,라
0,雒,올빼미/표가라,락
0,闌,가로막을,란
0,瓓,옥빛,란
0,捋,뽑을/문지를,랄
0,稂,가라지/강아지풀,랑
0,倈,올/위로할,래
0,勑,위로할,래
0,騋,큰말,래
0,藘,꼭두서니,려
0,膂,등골뼈,려
0,厲,엄할/숫돌,려
0,蠡,좀먹을,려
0,酈,땅이름,력
0,櫟,떡갈나무,력
0,鬲,솥,력
0,孌,아름다울,련
0,栵,산밤나무,렬
0,蘞,거지덩굴,렴
0,蛉,고추잠자리,령
0,苓,복령(茯苓),령
0,姈,여자영리할,령
0,昤,햇빛,령
0,鱧,가물치,례
0,壚,검은흙,로
0,簵,대이름,로
0,纑,베올,로
0,彔,새길,록
0,隴,언덕,롱
0,耒,따비,뢰
0,罍,술잔,뢰
0,敹,가릴,료
0,繚,동일,료
0,潦,장마,료
0,摟,안을,루
0,纍,가둘,류
0,懰,근심할/아름다울,류
0,虆,덩굴,류
0,藟,덩굴풀,류
0,駵,월따말,류
0,罶,통발,류
0,穋,올벼,륙
0,僇,욕할,륙
0,懍,두려워할,름
0,廩,쌀곳간,름
0,詈,꾸짖을,리
0,离,도깨비/산신,리
0,纚,맬,리
0,梩,삼태기,리
0,縭,신꾸밀,리
0,俐,영리할,리
0,莅,임할,리
0,涖,임할,리
0,粼,물맑을,린
0,鄰,이웃,린
0,苙,구릿대/짐승우리,립
0,禡,마제(禡祭),마
0,藐,멀,막
0,瘼,병들,막
0,鏋,금,만
0,墁,바를,만
0,秣,말먹이,말
0,蘉,힘쓸,망
0,韎,가죽,매
0,浼,더럽힐,매
0,脢,등심,매
0,苺,딸기,매
0,痗,병들,매
0,鋂,사슬고리,매
0,霾,흙비,매
0,沬,희미할,매
0,勱,힘쓸,매
0,霢,가랑비,맥
0,貉,오랑캐,맥
0,湎,빠질,면
0,篾,대껍질,멸
0,幭,덮개,멸
0,眊,눈흐릴/늙을,모
0,耄,늙을,모
0,髦,다박머리,모
0,麰,보리,모
0,旄,털기(旗),모
0,蟊,해충,모
0,霂,가랑비,목
0,楘,수레장식,목
0,幪,덮을,몽
0,饛,밥수북히담을,몽
0,矇,소경,몽
0,濛,이슬비,몽
0,貓,고양이,묘
0,茆,띠,묘
0,眇,애꾸,묘
0,髳,다박머리,무
0,膴,두터울,무
0,儛,춤출,무
0,廡,행랑,무
0,纆,노,묵
0,炆,따뜻할,문
0,穈,붉은기장,문
0,璊,붉은옥,문
0,捫,어루만질,문
0,麋,고라니,미
0,郿,땅이름,미
0,瀰,물가득할,미
0,敉,어루만질,미
0,糜,죽,미
0,弭,활고자,미
0,亹,힘쓸,미
0,暋,강할/번민할,민
0,潣,물졸졸흐를,민
0,痻,병들,민
0,慜,총명할,민
0,黽,힘쓸,민
0,敃,힘쓸,민
0,忞,힘쓸,민
0,鉑,금박,박
0,亳,땅이름,박
0,襮,수놓은깃,박
0,鎛,호미,박
0,鞶,가죽띠,반
0,胖,살찔,반
0,軷,길제사,발
0,浡,우쩍일어날,발
0,茇,풀뿌리,발
0,雱,눈내릴,방
0,幫,도울,방
0,逄,막을,방
0,魴,방어,방
0,厖,클,방
0,桮,술잔,배
0,翻,날/뒤칠,번
0,墦,무덤,번
0,袢,속옷,번
0,蘩,흰쑥,번
0,杋,나무이름,범
0,辟,물리칠,벽
0,甓,벽돌,벽
0,釆,나눌,변
0,籩,제기이름,변
0,怲,근심할,병
0,缾,병,병
0,荓,풀이름,병
0,迸,흩어질,병
0,鴇,너새,보
0,黼,수놓은옷,보
0,濮,물이름,복
0,楅,뿔막이,복
0,鍑,솥,복
0,葍,순무,복
0,扑,칠,복
0,葑,순무,봉
0,丰,예쁠,봉
0,唪,크게웃을,봉
0,芃,풀무성할,봉
0,菶,풀우거질,봉
0,桴,대마루,부
0,罦,덮을,부
0,裒,모을,부
0,鮒,붕어,부
0,俘,사로잡을,부
0,痡,앓을,부
0,拊,어루만질,부
0,紑,옷깨끗할,부
0,鈇,작두/도끼,부
0,芣,질경이,부
0,蜉,하루살이,부
0,祔,합장할,부
0,掊,헤칠,부
0,濆,물가,분
0,豶,불깐[去勢]돼지,분
0,棼,어지러울,분
0,蕡,열매많을,분
0,苯,우거질,분
0,幩,재갈장식,분
0,饙,찐밥,분
0,鼖,큰북,분
0,枌,흰느릅나무,분
0,艴,성발끈낼,불
0,笰,수레가리개,불
0,巿,슬갑,불
0,黻,슬갑/보불,불
0,芾,슬갑/우거질,불
0,咈,어길,불
0,茀,우거질,불
0,紼,인끈,불
0,紱,인끈,불
0,秠,검은기장,비
0,騑,곁마,비
0,轡,고삐,비
0,羆,곰,비
0,紕,꾸밀,비
0,庳,낮을,비
0,霏,눈펄펄내릴,비
0,閟,닫을,비
0,篚,대광주리,비
0,埤,더할,비
0,棐,도지개,비
0,仳,떠날,비
0,鞞,마상북,비
0,貔,맹수이름,비
0,圮,무너질,비
0,淠,물이름,비
0,剕,발벨,비
0,悱,분할,비
0,岯,산겹칠,비
0,奰,장대할,비
0,腓,장딴지,비
0,痹,저릴,비
0,畀,줄,비
0,朏,초승달,비
0,俾,하여금,비
0,駓,황부루,비
0,伾,힘셀,비
0,邠,나라이름,빈
0,豳,나라이름,빈
0,蘋,마름,빈
0,擯,물리칠,빈
0,鬢,살쩍,빈
0,繽,어지러울,빈
0,璸,옥의무늬,빈
0,儐,인도할,빈
0,蠙,진주조개,빈
0,葸,겁낼,사
0,汜,늪,사
0,蓰,다섯곱,사
0,簑,도롱이,사
0,耜,따비/보습,사
0,戺,문지방,사
0,涘,물가,사
0,鯊,상어/모래무지,사
0,糸,실,사
0,笥,옷상자,사
0,榭,정자/사당,사
0,蹝,천천히걸을,사
0,傞,취한춤,사
0,鑠,쇠녹일,삭
0,潸,눈물줄줄흘릴,산
0,歃,마실,삽
0,塽,높고밝은땅,상
0,殤,어려서죽을,상
0,顙,이마,상
0,鱨,자가사리/날치,상
0,眚,재앙,생
0,癙,근심병,서
0,紓,늘어질,서
0,澨,물가,서
0,婿,사위,서
0,諝,슬기,서
0,噬,씹을,서
0,藇,아름다울,서
0,鱮,연어,서
0,湑,이슬맺힐,서
0,鉐,놋쇠,석
0,鼫,다람쥐,석
0,裼,벗어맬,석
0,舃,신,석
0,螫,쏠,석
0,腊,육포,석
0,僎,갖출,선
0,愃,상쾌할,선
0,珗,옥돌,선
0,墠,제터,선
0,毨,털갈,선
0,墡,흰흙,선
0,紲,고삐,설
0,挈,끌,설
0,偰,맑을,설
0,絏,맬,설
0,暬,설만할,설
0,憸,아첨할,섬
0,韘,깍지,섭
0,騂,붉은소,성
0,娍,아름다울,성
0,瑆,옥빛,성
0,帨,수건,세
0,蛸,갈거미,소
0,蠨,갈거미,소
0,艘,고물(船尾),소
0,繅,고치켤,소
0,柖,나무흔들릴,소
0,翛,날개소리,소
0,慅,소란스러울,소
0,埽,쓸,소
0,玿,아름다운옥,소
0,愫,정성,소
0,霄,하늘,소
0,愬,하소연할,소
0,觫,곱송그릴,속
0,餗,삶은나물,속
0,藚,쇠귀나물,속
0,樕,참나무,속
0,蔌,푸성귀,속
0,飱,저녁밥,손
0,飧,저녁밥/물만밥,손
0,蟀,귀뚜라미,솔
0,竦,공경할/두려울,송
0,洒,뿌릴,쇄
0,瑣,옥가루,쇄
0,繻,고운비단,수
0,叟,늙은이,수
0,濉,물이름,수
0,魗,미워할,수
0,睟,바로볼,수
0,穟,벼이삭,수
0,檖,산배,수
0,豎,세울,수
0,瞍,소경,수
0,廋,숨길,수
0,殳,창,수
0,售,팔,수
0,橚,무성할,숙
0,俶,비롯할,숙
0,肫,광대뼈,순
0,郇,나라이름,순
0,鶉,메추리,순
0,漘,물가,순
0,犉,입술검은누렁소,순
0,璱,아름다운옥,슬
0,熠,빛날,습
0,隰,진펄,습
0,諟,다스릴,시
0,鳲,뻐꾸기,시
0,啻,뿐,시
0,枲,수삼,시
0,釃,술거를,시
0,緦,시마(緦麻),시
0,兕,외뿔소,시
0,塒,홰,시
0,偲,힘쓸,시
0,栻,점치는판,식
0,贐,노자,신
0,駪,많을,신
0,甡,수두룩할,신
0,璶,옥돌,신
0,哂,웃을,신
0,矧,하물며,신
0,蟋,귀뚜라미,실
0,諗,고할,심
0,葚,오디,심
0,迓,맞을,아
0,咢,깜짝놀랄,악
0,鴈,기러기,안
0,犴,들개/옥(獄),안
0,訐,들추어낼,알
0,遏,막을,알
0,歹,뼈앙상할,알
0,揠,뽑을,알
0,戛,창/어근버근할,알
0,頞,콧대,알
0,黯,검을,암
0,鞅,가슴걸이,앙
0,卬,나,앙
0,盎,동이,앙
0,泱,물깊고넓을,앙
0,餲,밥쉴,애
0,僾,비슷할/돋보기,애
0,藹,초목우거질,애
0,阨,막힐,액
0,頟,이마,액
0,戹,좁을,액
0,嚶,꾀꼬리소리,앵
0,瀹,데칠/지질,약
0,禴,봄제사,약
0,籥,피리,약
0,饟,건량,양
0,颺,날릴,양
0,鍚,말이마치장,양
0,漾,물출렁거릴,양
0,昜,볕,양
0,瀼,이슬많은모양,양
0,圉,마부,어
0,敔,막을,어
0,饇,배부를,어
0,飫,배부를,어
0,嶷,숙성할,억
0,鰋,메기,언
0,唁,위문할,언
0,臬,문지방,얼
0,孽,서자,얼
0,臲,위태할,얼
0,揜,가릴,엄
0,閹,고자/내시,엄
0,渰,구름일,엄
0,鸒,갈까마귀,여
0,旟,기,여
0,洳,물이름/축축할,여
0,畬,세해된밭,여
0,鶂,거위소리,역
0,懌,기뻐할,역
0,棫,두릅나무,역
0,閾,문지방,역
0,罭,물고기그물,역
0,淢,빨리흐를,역
0,嶧,산이름,역
0,埸,지경/밭두둑,역
0,鷊,칠면조,역
0,晹,햇살약할,역
0,緎,혼솔,역
0,兗,땅이름,연
0,蜎,벌레꿈틀거릴,연
0,悁,성낼,연
0,掾,아전,연
0,醼,잔치,연
0,噎,목멜,열
0,艷,고울,염
0,冉,나아갈,염
0,焱,불꽃,염
0,燄,불당길,염
0,檿,산뽕나무,염
0,饜,싫을/배부를,염
0,饁,들밥먹일,엽
0,爗,빛날,엽
0,嬴,가득할,영
0,贏,남을,영
0,郢,땅이름,영
0,縈,얽힐,영
0,咏,읊을,영
0,攖,찌를/가까이할,영
0,翳,가릴,예
0,鷖,갈매기,예
0,蕊,꽃술,예
0,橤,드리울,예
0,輗,멍에막이,예
0,蚋,모기,예
0,瘞,묻을,예
0,羿,사람이름,예
0,麑,사슴새끼,예
0,堄,성가퀴,예
0,勩,수고로울,예
0,蓺,심을,예
0,睨,흘겨볼,예
0,隩,감출,오
0,奡,거만할,오
0,忤,거스를,오
0,汙,더러울,오
0,嗸,시끄러울,오
0,珸,아름다운돌,오
0,杇,흙손,오
0,鋈,도금할,옥
0,韞,감출,온
0,慍,성낼,온
0,醞,술빚을,온
0,昷,온화할,온
0,媼,할미,온
0,杌,가지없는나무/위태로울,올
0,扤,움직일,올
0,卼,위태할,올
0,廱,막힐,옹
0,灉,물이름,옹
0,顒,우러를,옹
0,雝,화할/할미새,옹
0,吪,움직일,와
0,盌,주발,완
0,婠,품성좋을,완
0,垸,회섞어바를,완
0,騧,공골말,왜
0,徭,구실,요
0,徼,구할,요
0,蕘,나무할,요
0,喓,벌레소리,요
0,葽,아기풀,요
0,鷕,암꿩이울,요
0,殀,일찍죽을,요
0,鄘,나라이름,용
0,踴,뛸,용
0,宂,일없을/번잡할,용
0,耰,고무래,우
0,懮,근심할,우
0,楀,나무이름,우
0,盱,눈부릅뜰,우
0,堣,땅이름,우
0,噳,떼지을/웃는모양,우
0,訏,속일,우
0,麌,수사슴/떼지어모일,우
0,麀,암사슴,우
0,耦,짝,우
0,俁,클,우
0,吁,탄식할,우
0,訧,허물,우
0,踽,홀로걸을,우
0,燠,더울,욱
0,薁,머루,욱
0,稢,서직무성할,욱
0,勗,힘쓸,욱
0,沄,물콸콸흐를,운
0,篔,왕대,운
0,菀,무성할,울
0,騵,붉은말,원
0,黿,큰자라,원
0,軏,멍에막이,월
0,刖,발꿈치벨,월
0,闈,대궐안작은문,위
0,韡,밝고성한모양,위
0,煒,빛날,위
0,藯,익모초,위
0,喟,한숨쉴,위
0,莠,가라지,유
0,輶,가벼운수레,유
0,緌,갓끈,유
0,黝,검푸를,유
0,秞,곡식무성할,유
0,牖,깨우칠/창,유
0,囿,동산,유
0,濰,물이름,유
0,滺,물흐르는모양,유
0,龥,부르짖을,유
0,籲,부르짖을,유
0,呦,사슴울,유
0,楰,산유자나무,유
0,鮪,상어,유
0,醹,술맛진할,유
0,卣,술통,유
0,褎,옷잘입을/나아갈,유
0,羑,인도할,유
0,窬,판장문,유
0,曘,햇빛,유
0,槱,화톳불놓을,유
0,帷,휘장/장막,유
0,揉,휠,유
0,阭,높을,윤
0,狁,오랑캐이름,윤
0,繘,두레박줄,율
0,汩,물흐를,율
0,鴥,빨리날,율
0,驈,샅흰검은말,율
0,檼,마룻대/도지개,은
0,憖,물을/원할,은
0,溵,물이름,은
0,嚚,어리석을,은
0,訔,언쟁할,은
0,挹,뜰/읍할,읍
0,浥,젖을,읍
0,饐,밥쉴,의
0,扆,병풍,의
0,猗,불깐개,의
0,薿,우거질,의
0,劓,코벨,의
0,桋,가시목,이
0,刵,귀벨,이
0,异,그만둘,이
0,杝,나무이름,이
0,迤,든든할,이
0,彝,떳떳할,이
0,樲,멧대추나무,이
0,訑,자랑할,이
0,詒,줄,이
0,苢,질경이,이
0,洟,콧물,이
0,頤,턱,이
0,弋,주살,익
0,牣,가득할,인
0,夤,공손할,인
0,仞,길,인
0,陻,막을/막힐,인
0,訒,말더듬거릴,인
0,軔,바퀴고임나무,인
0,闉,성문,인
0,禋,제사지낼,인
0,駰,회색얼룩말,인
0,泆,음탕할/넘칠,일
0,袵,옷깃,임
0,衽,옷깃,임
0,陾,담쌓는소리,잉
0,胾,고깃점,자
0,柘,메뽕나무,자
0,胏,밥찌끼,자
0,耔,북돋울,자
0,赭,붉은흙,자
0,孶,새끼칠,자
0,粢,서직/젯밥,자
0,鼒,옹솥,자
0,貲,재물,자
0,秭,천억,자
0,茲,초목무성할,자
0,鎡,호미,자
0,訿,훼방할/헐뜯을,자
0,訾,훼방할/헐뜯을,자
0,柞,떡갈나무,작
0,僝,갖출/욕할,잔
0,斨,도끼,장
0,漳,물이름,장
0,萇,보리수,장
0,牂,암양,장
0,粻,양식,장
0,鏘,옥소리,장
0,戕,찌를,장
0,奘,클,장
0,賫,가질,재
0,纔,겨우,재
0,灾,재앙,재
0,氐,근본,저
0,砠,돌산,저
0,杼,북(織具),저
0,羜,새끼양,저
0,羝,숫양,저
0,疷,앓을,저
0,苴,암삼,저
0,筯,젓가락,저
0,罝,짐승그물,저
0,籊,가늘고길,적
0,趯,뛸,적
0,逖,멀,적
0,覿,볼,적
0,糴,쌀사들일,적
0,踖,조심해서걸을/밟을,적
0,旃,기(旗),전
0,戩,다할,전
0,腆,두터울,전
0,邅,머뭇거릴,전
0,瀍,물이름,전
0,靦,부끄러울,전
0,畋,사냥할,전
0,巓,산꼭대기,전
0,闐,성할,전
0,瘨,앓을,전
0,顓,오로지,전
0,翦,자를,전
0,鱣,전어,전
0,飦,죽,전
0,荃,향초,전
0,牷,희생,전
0,晢,밝을,절
0,晣,밝을,절
0,簟,대자리,점
0,墊,빠질,점
0,玷,옥티,점
0,坫,잔돌려놓는자리,점
0,靚,단장할,정
0,梃,몽둥이,정
0,棖,문설주,정
0,涏,물결곧을,정
0,赬,붉을,정
0,酲,숙취,정
0,珵,옥이름,정
0,裎,옷벗을,정
0,鋥,칼날세울,정
0,桯,탁자,정
0,阱,함정,정
0,稊,가라지,제
0,蠐,굼벵이,제
0,隄,둑/막을,제
0,嚌,맛볼,제
0,泲,물이름,제
0,穧,볏단,제
0,鵜,사다새,제
0,懠,성낼,제
0,隮,오를,제
0,躋,오를,제
0,瑅,옥이름,제
0,娣,제수,제
0,禔,편안할,제
0,罩,가리,조
0,徂,갈,조
0,皂,검을/하인,조
0,皁,검을/하인,조
0,佻,경박할,조
0,恌,경박할,조
0,鞗,고삐,조
0,螬,굼벵이,조
0,懆,근심할,조
0,旐,기,조
0,蔦,담쟁이덩굴,조
0,慥,독실할,조
0,阼,동편섬돌,조
0,蜩,매미,조
0,竈,부엌,조
0,蓧,삼태기,조
0,洮,씻을,조
0,鼂,아침,조
0,殂,죽을,조
0,鰷,피라미,조
0,豵,돼지새끼,종
0,螽,메뚜기,종
0,鬷,모일,종
0,尰,수중다리,종
0,蹤,자취,종
0,樅,전나무,종
0,椶,종려나무,종
0,瑽,패옥소리,종
0,脞,잗달,좌
0,侜,가릴,주
0,遒,굳셀,주
0,邾,나라이름,주
0,馵,뒷발이흰말,주
0,燽,드러날,주
0,躕,머뭇거릴,주
0,咮,새부리,주
0,譸,속일,주
0,輈,수레채,주
0,霔,시우,주
0,妵,여자예쁜모양,주
0,裯,홑이불,주
0,幬,휘장,주
0,鬻,죽,죽
0,蹲,걸어앉을,준
0,埻,과녁,준
0,隼,새매,준
0,鱒,송어,준
0,噂,수군거릴,준
0,崒,산높을,줄
0,騭,수말,즐
0,戢,거둘,즙
0,濈,화목할,즙
0,璔,옥(玉),증
0,蚳,개미알,지
0,踟,머뭇거릴,지
0,坻,모래섬,지
0,鋕,새길,지
0,輊,수레숙어질,지
0,篪,저[笛],지
0,瑱,귀막이옥,진
0,禛,복받을,진
0,紾,비틀/거칠,진
0,鬒,숱많고검을,진
0,螓,쓰르라미,진
0,蓁,우거질,진
0,垤,개밋둑,질
0,蒺,남가새,질
0,耋,늙을,질
0,挃,벼벨,질
0,瓞,북치,질
0,絰,요질/수질,질
0,礩,주춧돌,질
0,銍,짧은낫,질
0,佽,도울,차
0,泚,물맑을,차
0,瑳,옥빛,차
0,佌,작을,차
0,斲,깎을,착
0,斮,벨,착
0,巑,높이솟을,찬
0,湌,먹을,찬
0,爨,불땔,찬
0,扎,뽑을,찰
0,憯,마음아플,참
0,毚,약은토끼,참
0,譖,참소할,참
0,搶,빼앗을,창
0,悵,슬플,창
0,瑲,옥소리,창
0,鶬,왜가리/꾀꼬리,창
0,窗,창,창
0,蹌,추창할,창
0,鬯,향풀,창
0,韔,활집,창
0,蠆,벌(蜂)/전갈,채
0,瘥,병나을,채
0,瘵,허로병,채
0,簀,살평상,책
0,萋,풀성할,처
0,慼,근심할,척
0,惕,두려워할,척
0,蹢,머뭇거릴,척
0,跖,발바닥,척
0,蹐,잔걸음,척
0,坧,터,척
0,梴,나무밋밋할,천
0,遄,빠를,천
0,倩,아름다울,천
0,俴,엷을,천
0,幝,해진모양,천
0,驖,구렁말,철
0,惙,근심할,철
0,歠,마실,철
0,掇,주울,철
0,啜,훌쩍거릴,철
0,襜,수레휘장,첨
0,覘,엿볼,첨
0,忝,욕될,첨
0,餂,핥을,첨
0,遆,갈마들,체
0,疐,꼭지,체
0,掣,끌,체
0,杕,나무우뚝설,체
0,彘,돼지,체
0,髢,딴머리,체
0,蝃,무지개,체
0,揥,빗치개,체
0,棣,산앵두나무,체
0,嚔,재채기할,체
0,禘,큰제사,체
0,悄,근심할,초
0,誚,꾸짖을,초
0,譙,꾸짖을,초
0,勦,노곤할,초
0,蠋,뽕나무벌레,촉
0,躅,자취,촉
0,潨,물모일,총
0,冢,클/무덤,총
0,摧,꺾을,최
0,凗,눈서리쌓일,최
0,嘬,물(齧),최
0,麤,거칠,추
0,鄹,나라이름,추
0,蝤,나무굼벵이,추
0,棸,나무이름,추
0,鶖,무수리,추
0,瘳,병나을,추
0,鵻,비둘기,추
0,緅,아청빛,추
0,甃,우물벽돌,추
0,萑,익모초,추
0,縐,주름,추
0,騅,푸르고흰얼룩말,추
0,妯,동서,축
0,踧,삼갈,축
0,柷,악기이름,축
0,蹜,종종걸음칠,축
0,顣,찡그릴,축
0,蓫,참소리쟁이,축
0,賰,넉넉할,춘
0,杶,참죽나무,춘
0,怵,두려울,출
0,珫,귀막이,충
0,忡,근심할,충
0,虫,벌레,충
0,惴,두려워할,췌
0,瘁,병들,췌
0,揣,헤아릴,췌
0,毳,솜털,취
0,廁,뒷간,측
0,昃,해기울,측
0,絺,가는칡베,치
0,寘,둘,치
0,菑,묵정밭,치
0,懫,성낼,치
0,懥,성낼,치
0,鴟,솔개,치
0,觶,술잔,치
0,庤,쌓을,치
0,褫,옷벗길/빼앗을,치
0,哆,입벌릴,치
0,駸,말달릴,침
0,綅,붉은실,침
0,寑,잘,침
0,忱,정성,침
0,縶,말맬,칩
0,夬,괘이름/결단할,쾌
